identifier,name,type,usage,frequency,dme_channel,dme_rx_frequency,dme_tx_frequency,dme_bias,vor_slaved_variation,loc_heading,gs_angle,reception_range,latitude,longitude,elevation,region,airport,airport_runway,country
YVL,YEOVIL NDB,NDB,ENROUTE,343,,,,,,,,15,50.941338889,-2.664425000,,EG,,,GB
YVO,VAL-D'OR VOR/DME,VOR-DME,ENROUTE,113700,84X,1108000,1171000,0,-14.000,,,130,48.175269444,-77.820277778,1000,CY,,,CA
YVP,KUJACK (KUUJJUAQ) VOR/DME,VOR-DME,ENROUTE,112500,72X,1096000,1159000,0,-23.000,,,130,58.096147222,-68.427202778,152,CY,,,CA
YVQ,NORMAN WELLS VOR/DME,VOR-DME,ENROUTE,112700,74X,1098000,1161000,0,19.000,,,130,65.264966667,-126.724102778,254,CY,,,CA
YVR,VANCOUVER VOR/DME,VOR-DME,ENROUTE,115900,106X,1130000,1193000,0,17.000,,,130,49.077319444,-123.149072222,37,CY,,,CA
YVV,WIARTON VOR/DME,VOR-DME,ENROUTE,117700,124X,1148000,1211000,0,-8.000,,,130,44.744838889,-81.104991667,748,CY,,,CA
YW,TAKSIMO NDB,NDB,ENROUTE,350,,,,,,,,75,56.359166667,114.922222222,,UI,,,RU
YWA,PETAWAWA NDB,NDB,ENROUTE,516,,,,,,,,50,45.894722222,-77.271666667,,CY,,,CA
YWB,WESTBANK (KELOWNA) NDB,NDB,ENROUTE,389,,,,,,,,50,49.810538889,-119.630630556,,CY,,,CA
YWG,WINNIPEG VORTAC,VORTAC,ENROUTE,115500,102X,1126000,1189000,0,3.000,,,130,49.927777778,-97.239166667,800,CY,,,CA
YWK,WABUSH VOR/DME,VOR-DME,ENROUTE,112300,70X,1094000,1157000,0,-19.000,,,150,52.960094444,-66.853527778,2278,CY,,,CA
YWL,WILLIAMS LAKE VOR/DME,VOR-DME,ENROUTE,113600,83X,1107000,1170000,0,18.000,,,130,52.237063889,-122.168763889,3686,CY,,,CA
YWP,WEBEQUIE NDB,NDB,ENROUTE,355,,,,,,,,50,52.961388889,-87.369902778,,CY,,,CA
YWV,WAINWRIGHT DME,DME,ENROUTE,114500,92X,1116000,1179000,0,,,,130,52.981388889,-110.833333333,2230,CY,,,CA
YWY,WRIGLEY VOR/DME,VOR-DME,ENROUTE,113100,78X,1102000,1165000,0,21.000,,,125,63.185630556,-123.363736111,494,CY,,,CA
YXC,CRANBROOK VOR/DME,VOR-DME,ENROUTE,112100,58X,1082000,1019000,0,16.000,,,130,49.554275000,-116.088302778,7574,CY,,,CA
YXE,SASKATOON VORTAC,VORTAC,ENROUTE,116200,109X,1133000,1196000,0,11.000,,,130,52.181111111,-106.719722222,1670,CY,,,CA
YXI,KILLALOE VOR/DME,VOR-DME,ENROUTE,115600,103X,1127000,1190000,0,-12.000,,,130,45.662994444,-77.602388889,625,CY,,,CA
YXJ,FORT SAINT JOHN VOR/DME,VOR-DME,ENROUTE,114200,89X,1113000,1176000,0,18.000,,,130,56.284166667,-120.895555556,2674,CY,,,CA
YXK,RIMOUSKI NDB,NDB,ENROUTE,373,,,,,,,,25,48.477727778,-68.502944444,,CY,,,CA
YXL,SIOUX LOOKOUT NDB,NDB,ENROUTE,346,,,,,,,,50,50.118288889,-91.897805556,,CY,,,CA
YXM,KOMO VOR/DME,VOR-DME,ENROUTE,113700,84X,1108000,1171000,0,5.000,,,130,-6.055497222,142.872791667,5174,AY,,,PG
YXN,WHALE COVE NDB,NDB,ENROUTE,256,,,,,,,,25,62.236138889,-92.601011111,,CY,,,CA
YXP,PANGNIRTUNG NDB,NDB,ENROUTE,218,,,,,,,,50,66.143913889,-65.706200000,,CY,,,CA
YXQ,BEAVER CREEK NDB,NDB,ENROUTE,239,,,,,,,,25,62.408772222,-140.861186111,,CY,,,CA
YXS,PRINCE GEORGE VOR/DME,VOR-DME,ENROUTE,112300,70X,1094000,1157000,0,18.000,,,130,53.894266667,-122.455519444,4075,CY,,,CA
YXU,LONDON VOR/DME,VOR-DME,ENROUTE,117200,119X,1143000,1206000,0,-8.000,,,130,43.037911111,-81.148930556,920,CY,,,CA
YXY,WHITEHORSE VOR/DME,VOR-DME,ENROUTE,116600,113X,1137000,1200000,0,18.000,,,130,60.618888889,-135.138888889,5258,CY,,,CA
YXZ,WAWA VOR/DME,VOR-DME,ENROUTE,112700,74X,1098000,1161000,0,-6.000,,,130,47.950672222,-84.822813889,1279,CY,,,CA
YY,BANDUNG NDB,NDB,ENROUTE,205,,,,,,,,25,-6.893222222,107.553944444,,WI,,,ID
YY,MONT-JOLI NDB,NDB,ENROUTE,340,,,,,,,,25,48.566683333,-68.258561111,,CY,,,CA
YYB,NORTH BAY VOR/DME,VOR-DME,ENROUTE,115400,101X,1125000,1188000,0,-11.000,,,150,46.363908333,-79.436405556,1223,CY,,,CA
YYC,CALGARY VOR/DME,VOR-DME,ENROUTE,116700,114X,1138000,1201000,0,15.000,,,130,51.115038889,-113.882030556,3573,CY,,,CA
YYD,HOUSTON (SMITHERS) VOR/DME,VOR-DME,ENROUTE,114700,94X,1118000,1181000,0,17.000,,,130,54.452347222,-126.650863889,4191,CY,,,CA
YYE,FORT NELSON VOR/DME,VOR-DME,ENROUTE,112900,76X,1100000,1163000,0,19.000,,,130,58.891908333,-123.015986111,2034,CY,,,CA
YYF,PENTICTON NDB,NDB,ENROUTE,290,,,,,,,,50,49.487683333,-119.601727778,,CY,,,CA
YYG,CHARLOTTETOWN VOR/DME,VOR-DME,ENROUTE,113800,85X,1109000,1172000,0,-18.000,,,130,46.297638889,-63.119683333,206,CY,,,CA
YYH,TALOYOAK NDB,NDB,ENROUTE,290,,,,,,,,50,69.541505556,-93.525547222,,CY,,,CA
YYJ,VICTORIA VOR/DME,VOR-DME,ENROUTE,113700,84X,1108000,1171000,0,17.000,,,130,48.727050000,-123.484488889,1997,CY,,,CA
YYL,LYNN LAKE VOR/DME,VOR-DME,ENROUTE,112600,73X,1097000,1160000,0,7.000,,,125,56.863930556,-101.075341667,1206,CY,,,CA
YYN,SWIFT CURRENT VOR/DME,VOR-DME,ENROUTE,117400,121X,1145000,1208000,0,12.000,,,130,50.297041667,-107.690902778,2684,CY,,,CA
YYQ,CHURCHILL VOR/DME,VOR-DME,ENROUTE,114100,88X,1112000,1175000,0,-3.000,,,130,58.741744444,-94.135311111,51,CY,,,CA
YYR,GOOSE (GOOSE BAY) VOR/DME,VOR-DME,ENROUTE,117300,120X,1144000,1207000,0,-21.000,,,150,53.319722222,-60.294722222,92,CY,,,CA
YYT,TORBAY (ST. JOHN'S) VOR/DME,VOR-DME,ENROUTE,113500,82X,1106000,1169000,0,-17.000,,,150,47.485375000,-52.852238889,839,CY,,,CA
YYW,ARMSTRONG NDB,NDB,ENROUTE,223,,,,,,,,50,50.307777778,-89.022222222,,CY,,,CA
YYY,MONT-JOLI VOR/DME,VOR-DME,ENROUTE,115900,106X,1130000,1193000,0,-18.000,,,150,48.612130556,-68.208861111,168,CY,,,CA
YYZ,TORONTO VOR/DME,VOR-DME,ENROUTE,112150,58Y,1082000,1145000,0,-10.000,,,125,43.658019444,-79.631430556,561,CY,,,CA
YZA,ASHCROFT NDB,NDB,ENROUTE,236,,,,,,,,75,50.701830556,-121.320280556,,CY,,,CA
YZD,YAZD NDB,NDB,ENROUTE,402,,,,,,,,25,31.903694444,54.287166667,,OI,,,IR
YZD,YAZD VOR/DME,VOR-DME,ENROUTE,117700,124X,1148000,1211000,0,3.000,,,130,31.897666667,54.282694444,4047,OI,,,IR
YZE,GORE BAY NDB,NDB,ENROUTE,245,,,,,,,,50,45.927855556,-82.614463889,,CY,,,CA
YZF,YELLOWKNIFE VORTAC,VORTAC,ENROUTE,115500,102X,1126000,1189000,0,17.000,,,130,62.464280556,-114.436658333,712,CY,,,CA
YZK,HARPER RANCH (KAMLOOPS) NDB,NDB,ENROUTE,414,,,,,,,,25,50.701405556,-120.428058333,,CY,,,CA
YZP,SANDSPIT VOR/DME,VOR-DME,ENROUTE,114100,88X,1112000,1175000,0,19.000,,,130,53.252180556,-131.807125000,46,CY,,,CA
YZS,CORAL HARBOUR NDB,NDB,ENROUTE,362,,,,,,,,25,64.148500000,-83.304750000,,CY,,,CA
YZT,PORT HARDY VOR/DME,VOR-DME,ENROUTE,112000,57X,1081000,1018000,0,16.000,,,130,50.684138889,-127.365305556,58,CY,,,CA
YZT,SHIZUHAMA (YAIZU) TACAN,TACAN,ENROUTE,109200,29X,1053000,990000,0,-6.000,,,130,34.814444444,138.295833333,78,RJ,,,JP
YZU,WHITECOURT VOR/DME,VOR-DME,ENROUTE,112500,72X,1096000,1159000,0,16.000,,,125,54.145652778,-115.797205556,2600,CY,,,CA
YZV,SEPT-ILES VOR/DME,VOR-DME,ENROUTE,114500,92X,1116000,1179000,0,-20.000,,,150,50.232116667,-66.273719444,213,CY,,,CA
YZX,GREENWOOD NDB,NDB,ENROUTE,266,,,,,,,,50,44.922777778,-65.101944444,,CY,,,CA
Z,DATUOPUNANJINTAI NDB,NDB,ENROUTE,252,,,,,,,,50,28.046666667,112.961666667,,ZG,,,CN
Z,FERGANA NDB,NDB,TERMINAL,303,,,,,,,,15,40.380038889,71.746313889,,UT,UTFF,,UZ
Z,HLINIK (ZILINA) NDB,NDB,TERMINAL,508,,,,,,,,15,49.227611111,18.594638889,,LZ,LZZI,,SK
Z,KADALA (CHITA) NDB,NDB,TERMINAL,553,,,,,,,,15,52.030222222,113.271055556,,UI,UIAA,,RU
Z,KHANTY-MANSIYSK NDB,NDB,TERMINAL,345,,,,,,,,25,61.033888889,69.128694444,,US,USHH,,RU
Z,KHATANGA NDB,NDB,TERMINAL,681,,,,,,,,15,71.987333333,102.554000000,,UN,UOHH,,RU
Z,LUKOU NDB,NDB,TERMINAL,420,,,,,,,,25,31.710000000,118.838333333,,ZS,ZSNJ,,CN
Z,MARIANO MORENO NDB,NDB,ENROUTE,395,,,,,,,,15,-34.538333333,-58.800000000,,SA,,,AR
Z,MAYOR D CARLOS EDUARDO KRAUSE NDB,NDB,TERMINAL,310,,,,,,,,25,-25.748055556,-54.447694444,,SA,SARI,,AR
Z,MUKHINO (ULAN-UDE) NDB,NDB,TERMINAL,320,,,,,,,,15,51.814611111,107.477416667,,UI,UIUU,,RU
Z,NOYABRSK NDB,NDB,TERMINAL,1252,,,,,,,,25,63.165722222,75.250333333,,US,USRO,,RU
Z,NUKUS NDB,NDB,TERMINAL,888,,,,,,,,15,42.469055556,59.635666667,,UT,UTNN,,UZ
Z,PRIDACHA (VORONEZH) NDB,NDB,TERMINAL,250,,,,,,,,25,51.667888889,39.274750000,,UU,UUOD,,RU
Z,SHUANGLIU (CHENGDU) NDB,NDB,TERMINAL,396,,,,,,,,15,30.554680556,103.935886111,,ZU,ZUUU,,CN
Z,XIJIAO (MANZHOULI) NDB,NDB,TERMINAL,225,,,,,,,,25,49.560247222,117.361936111,,ZB,ZBMZ,,CN
Z,ZAISAN NDB,NDB,ENROUTE,552,,,,,,,,50,47.485000000,84.885555556,,UA,,,KZ
Z,ZHEZKAZGAN NDB,NDB,TERMINAL,211,,,,,,,,15,47.696972222,67.715750000,,UA,UAKD,,KZ
Z,ZHOUSHUIZI (DALIAN) NDB,NDB,ENROUTE,440,,,,,,,,25,38.968000000,121.509072222,,ZY,,,CN
Z1,THREE HILLS NDB,NDB,ENROUTE,305,,,,,,,,25,51.697222222,-113.216666667,,CY,,,CA
Z2,RAINBOW LAKE DME-ILS,DME-ILS,TERMINAL,111700,54X,1078000,1015000,0,,,,125,58.495000000,-119.412777778,1790,CY,ENRT,,CA
Z7,CLARESHOLM INDUSTRIAL NDB,NDB,ENROUTE,408,,,,,,,,50,50.002777778,-113.636944444,,CY,,,CA
ZA,BATAGAY NDB,NDB,ENROUTE,375,,,,,,,,50,67.605000000,134.630000000,,UE,,,RU
ZA,ZAPORIZHZHIA NDB,NDB,TERMINAL,295,,,,,,,,15,47.821611111,35.286388889,,UK,UKDE,,UA
ZA,ZARIA NDB,NDB,TERMINAL,336,,,,,,,,15,11.141166667,7.698777778,,DN,DNZA,,NG
ZAB,LEDUC (EDMONTON) NDB,NDB,TERMINAL,215,,,,,,,,25,53.243008333,-113.489400000,,CY,CYEG,,CA
ZAG,ZAGREB NDB,NDB,ENROUTE,367,,,,,,,,50,45.900263889,16.311211111,,LD,,,HR
ZAG,ZAGREB VOR/DME,VOR-DME,ENROUTE,113700,84X,1108000,1171000,0,4.000,,,130,45.895558333,16.306697222,420,LD,,,HR
ZAH,ZAHEDAN TACAN,TACAN,ENROUTE,112900,76X,1100000,1163000,0,2.000,,,40,29.463500000,60.904472222,4509,OI,,,IR
ZAJ,ZANJAN NDB,NDB,ENROUTE,321,,,,,,,,25,36.775416667,48.364555556,,OI,,,IR
ZAJ,ZANJAN VOR/DME,VOR-DME,ENROUTE,114400,91X,1115000,1178000,0,5.000,,,130,36.779666667,48.353305556,5348,OI,,,IR
ZAK,ZAKINTHOS VOR/DME,VOR-DME,ENROUTE,110800,45X,1069000,1006000,0,4.000,,,130,37.745858333,20.884819444,7,LG,,,GR
ZAL,ZABOL NDB,NDB,ENROUTE,295,,,,,,,,25,31.097694444,61.539888889,,OI,,,IR
ZAL,ZABOL VOR/DME,VOR-DME,ENROUTE,113100,78X,1102000,1165000,0,2.000,,,130,31.095527778,61.541888889,1572,OI,,,IR
ZAM,ZAMBOANGA VOR/DME,VOR-DME,ENROUTE,113900,86X,1110000,1173000,0,0,,,125,6.924694444,122.055472222,78,RP,,,PH
ZAO,JIUZHOU VOR/DME,VOR-DME,ENROUTE,117200,119X,1143000,1206000,0,-3.000,,,130,22.246388889,113.613055556,154,ZG,,,MO
ZAP,ZAPOPAN VOR/DME,VOR-DME,ENROUTE,113400,81X,1105000,1168000,0,6.000,,,125,20.749722222,-103.465000000,5350,MM,,,MX
ZAQ,ZAGATALA VOR/DME,VOR-DME,ENROUTE,114100,88X,1112000,1175000,0,6.000,,,130,41.553916667,46.670000000,1271,UB,,,AZ
ZAR,ZARAGOZA VOR/DME,VOR-DME,ENROUTE,113000,77X,1101000,1164000,0,0,,,130,41.657888889,-1.030861111,886,LE,,,ES
ZAR,ZARZAITINE NDB,NDB,ENROUTE,268,,,,,,,,50,28.050558333,9.631125000,,DA,,,DZ
ZAR,ZWARA NDB,NDB,ENROUTE,432,,,,,,,,75,32.952016667,12.022850000,,HL,,,LY
ZAT,ZAKINTHOS NDB,NDB,ENROUTE,326,,,,,,,,15,37.752680556,20.886430556,,LG,,,GR
ZAT,ZHAOTONG VOR/DME,VOR-DME,ENROUTE,115500,102X,1126000,1189000,0,-2.000,,,130,27.323333333,103.755000000,6500,ZP,,,CN
ZAW,ZAWIA VOR/DME,VOR-DME,ENROUTE,117700,124X,1148000,1211000,0,0.300,,,130,32.778638889,12.646388889,100,HL,,,LY
ZB,ZHOB NDB,NDB,ENROUTE,245,,,,,,,,50,31.355808333,69.454947222,,OP,,,PK
ZB,ZHOB VOR/DME,VOR-DME,ENROUTE,115700,104X,1128000,1191000,0,2.000,,,130,31.355933333,69.459902778,4729,OP,,,PK
ZBV,BIMINI VORTAC,VORTAC,ENROUTE,116700,114X,1138000,1201000,0,-4.000,,,150,25.704166667,-79.294444444,49,MY,,,BS
ZCC,CHUB BAY NDB,NDB,ENROUTE,302,,,,,,,,50,25.416666667,-77.885555556,,MY,,,BS
ZCL,ZACATECAS VOR/DME,VOR-DME,ENROUTE,117600,123X,1147000,1210000,0,8.000,,,125,22.887441667,-102.693261111,7133,MM,,,MX
ZCO,CUSCO VOR/DME,VOR-DME,ENROUTE,114900,96X,1120000,1183000,0,-5.000,,,125,-13.519166667,-72.010000000,10860,SP,,,PE
ZD,MUKHINO (ULAN-UDE) NDB,NDB,TERMINAL,349,,,,,,,,15,51.820305556,107.521055556,,UI,UIUU,,RU
ZD,ZAHEDAN NDB,NDB,ENROUTE,224,,,,,,,,25,29.471055556,60.896111111,,OI,,,IR
ZDA,ZADAR VOR/DME,VOR-DME,ENROUTE,108600,23X,1047000,984000,0,4.000,,,130,44.095322222,15.364227778,279,LD,,,HR
ZDN,ZAHEDAN VOR/DME,VOR-DME,ENROUTE,116000,107X,1131000,1194000,0,2.000,,,130,29.486750000,60.901583333,4486,OI,,,IR
ZDX,V.C. BIRD (SAINT JOHNS) NDB,NDB,ENROUTE,369,,,,,,,,50,17.157127778,-61.795316667,,TA,,,AG
ZE,NOYABRSK NDB,NDB,ENROUTE,615,,,,,,,,50,63.141861111,75.225694444,,US,,,RU
ZEF,ZEPHYR (ELKIN) NDB,NDB,ENROUTE,326,,,,,,,,25,36.310047222,-80.726375000,,K7,,,US
ZEL,ZELTEN NDB,NDB,ENROUTE,363,,,,,,,,50,28.953333333,19.771666667,,HL,,,LY
ZEM,EASTMAIN (EASTMAIN RIVER) NDB,NDB,ENROUTE,338,,,,,,,,25,52.230788889,-78.517566667,,CY,,,CA
ZEM,ZEMMOURI NDB,NDB,ENROUTE,359,,,,,,,,50,36.796172222,3.571794444,,DA,,,DZ
ZEM,ZEMMOURI VOR/DME,VOR-DME,ENROUTE,116600,113X,1137000,1200000,0,1.000,,,130,36.795000000,3.570833333,750,DA,,,DZ
ZET,DEVON (EDMONTON) NDB,NDB,TERMINAL,292,,,,,,,,25,53.352777778,-113.672500000,,CY,CYEG,,CA
ZF,PRIDACHA (VORONEZH) NDB,NDB,TERMINAL,495,,,,,,,,15,51.703138889,39.317805556,,UU,UUOD,,RU
ZF,TIMIKA NDB,NDB,ENROUTE,300,,,,,,,,50,-4.535344444,136.890219444,,WA,,,ID
ZF,YELLOWKNIFE NDB,NDB,ENROUTE,356,,,,,,,,25,62.410952778,-114.434427778,,CY,,,CA
ZF,ZHOUSHUIZI (DALIAN) NDB,NDB,ENROUTE,391,,,,,,,,25,38.970386111,121.479888889,,ZY,,,CN
ZFP,FREEPORT NDB,NDB,TERMINAL,209,,,,,,,,25,26.518391667,-78.775066667,,MY,MYGF,,BS
ZFP,FREEPORT VOR/DME,VOR-DME,ENROUTE,113200,79X,1103000,1166000,0,-3.000,,,150,26.555347222,-78.697850000,38,MY,,,BS
ZFR,ZOFAR VOR/DME,VOR-DME,ENROUTE,115600,103X,1127000,1190000,0,5.000,,,130,30.558888889,35.161944444,136,LL,,,IL
ZFX,PHOENIX (MCMURDO STATION) TACAN,TACAN,ENROUTE,113800,85X,1109000,1172000,0,0,,,130,-77.947036111,166.747011111,35,A1,,,AQ
ZG,ZELENGA NDB,NDB,ENROUTE,905,,,,,,,,50,46.190000000,48.600833333,,UR,,,RU
ZG,ZIGUINCHOR VOR,VOR,ENROUTE,112500,,,,,-8.000,,,40,12.557527778,-16.272572222,0,GO,,,SN
ZH,TANAH MERAH NDB,NDB,ENROUTE,295,,,,,,,,50,-6.111666667,140.266666667,,WA,,,ID
ZHA,ANCASTER (HAMILTON) NDB,NDB,ENROUTE,397,,,,,,,,25,43.196858333,-80.027366667,,CY,,,CA
ZHD,BARCLAY (DRYDEN) NDB,NDB,TERMINAL,399,,,,,,,,25,49.800958333,-92.644625000,,CY,CYHD,,CA
ZHJ,ZHIJIANG VOR/DME,VOR-DME,ENROUTE,117800,125X,1149000,1212000,0,-3.000,,,130,27.450000000,109.708333333,902,ZG,,,CN
ZHM,BINBROOK (HAMILTON) NDB,NDB,ENROUTE,266,,,,,,,,25,43.144238889,-79.793191667,,CY,,,CA
ZHO,ZHOUKOU VOR/DME,VOR-DME,ENROUTE,115500,102X,1126000,1189000,0,-5.000,,,130,33.665000000,114.655000000,377,ZH,,,CN
ZHT,FORKS (WINNIPEG) NDB,NDB,TERMINAL,236,,,,,,,,25,49.833888889,-97.144166667,,CY,CYWG,,CA
ZHU,HAUTS-BOIS (MONTREAL) NDB,NDB,ENROUTE,407,,,,,,,,25,45.564075000,-73.346933333,,CY,,,CA
ZHZ,SPLIT CROW (HALIFAX) NDB,NDB,TERMINAL,364,,,,,,,,25,44.802222222,-63.589722222,,CY,CYHZ,,CA
ZIG,LEIPZIG NDB,NDB,ENROUTE,340,,,,,,,,25,51.434022222,12.280494444,,ED,,,DE
ZIH,ZIHUATANEJO (ZIHUATENEJO) VOR/DME,VOR-DME,ENROUTE,113800,85X,1109000,1172000,0,6.000,,,125,17.603163889,-101.476719444,28,MM,,,MX
ZIN,GREAT INAGUA I NDB,NDB,ENROUTE,376,,,,,,,,50,20.959722222,-73.677500000,,MY,,,BS
ZIN,ZARZAITINE VOR/DME,VOR-DME,ENROUTE,117000,117X,1141000,1204000,0,2.000,,,40,28.049722222,9.644211111,1847,DA,,,DZ
ZIP,ZIPAQUIRA (BOGOTA) VOR/DME,VOR-DME,ENROUTE,114700,94X,1118000,1181000,0,-7.000,,,130,5.018055556,-73.986666667,8250,SK,,,CO
ZIR,MURTED TACAN,TACAN,ENROUTE,114500,92X,1116000,1179000,0,5.300,,,40,40.086194444,32.576000000,2812,LT,,,TR
ZJ,BENNIU NDB,NDB,ENROUTE,217,,,,,,,,75,31.941666667,119.710000000,,ZS,,,CN
ZJ,KHANTY-MANSIYSK NDB,NDB,TERMINAL,707,,,,,,,,25,61.041000000,69.186305556,,US,USHH,,RU
ZJT,HARMON (STEPHENVILLE) NDB,NDB,TERMINAL,340,,,,,,,,25,48.581388889,-58.380277778,,CY,CYJT,,CA
ZK,DATUOPU NDB,NDB,ENROUTE,520,,,,,,,,50,28.018333333,112.963333333,,ZG,,,CN
ZK,ZADAR NDB,NDB,TERMINAL,348,,,,,,,,15,44.094569444,15.365072222,,LD,LDZD,,HR
ZK,ZHEZKAZGAN NDB,NDB,TERMINAL,435,,,,,,,,15,47.680472222,67.684722222,,UA,UAKD,,KZ
ZK,ZHULIANY (KYIV) NDB,NDB,TERMINAL,733,,,,,,,,15,50.400416667,30.419222222,,UK,UKKK,,UA
ZKF,WELLINGTON (KITCHENER) NDB,NDB,ENROUTE,335,,,,,,,,25,43.493066667,-80.286877778,,CY,,,CA
ZKF,WELLINGTON (KITCHENER) NDB,NDB,TERMINAL,335,,,,,,,,25,43.493066667,-80.286877778,,CY,CYKF,,CA
ZKI,KITIMAT NDB,NDB,ENROUTE,203,,,,,,,,50,54.054241667,-128.670094444,,CY,,,CA
ZL,GS 11,GS,TERMINAL,109500,,,,,,106.357,3.00,18,58.879886111,5.610858333,36,EN,ENZV,11,NO
ZL,ILS 11,ILS-I,TERMINAL,109500,,,,,,106.357,,18,58.875272222,5.647811111,36,EN,ENZV,11,NO
ZL,SOLA DME-ILS,DME-ILS,TERMINAL,109500,32X,1056000,993000,0,,,,25,58.879905556,5.610883333,36,EN,ENZV,,NO
ZLA,ZILINA NDB,NDB,ENROUTE,404,,,,,,,,15,49.202861111,18.510444444,,LZ,,,SK
ZLG,ZIELONA GORA VOR/DME,VOR-DME,ENROUTE,110650,43Y,1067000,1130000,0,4.000,,,130,52.140916667,15.800694444,197,EP,,,PL
ZLO,MANZANILLO VOR/DME,VOR-DME,ENROUTE,116900,116X,1140000,1203000,0,8.000,,,130,19.149444444,-104.571388889,92,MM,,,MX
ZLP,MEADOWVALE (TORONTO) NDB,NDB,TERMINAL,341,,,,,,,,25,43.627883333,-79.731166667,,CY,CYYZ,,CA
ZLS,STELLA MARIS NDB,NDB,ENROUTE,526,,,,,,,,50,23.582291667,-75.264525000,,MY,,,BS
ZLU,ZALAU DME,DME,ENROUTE,108000,17X,1041000,978000,0,,,,130,47.152777778,23.101944444,2400,LR,,,RO
ZM,BIAK NDB,NDB,ENROUTE,230,,,,,,,,50,-1.182055556,136.094861111,,WA,,,ID
ZM,KADALA (CHITA) NDB,NDB,TERMINAL,518,,,,,,,,15,52.039750000,113.190361111,,UI,UIAA,,RU
ZMH,MARSH HARBOUR (ABACO I.) NDB,NDB,ENROUTE,361,,,,,,,,50,26.511111111,-77.076944444,,MY,,,BS
ZMM,JOLY (MONTREAL) NDB,NDB,TERMINAL,266,,,,,,,,25,45.680800000,-74.184436111,,CY,CYMX,,CA
ZMN,LEWISVILLE (MONCTON) NDB,NDB,TERMINAL,366,,,,,,,,25,46.104338889,-64.791763889,,CY,CYQM,,CA
ZMR,HERMAS (MONTREAL) NDB,NDB,TERMINAL,272,,,,,,,,25,45.624666667,-74.088000000,,CY,CYMX,,CA
ZMR,ZAMORA VOR/DME,VOR-DME,ENROUTE,117100,118X,1142000,1205000,0,-2.000,,,130,41.530194444,-5.639694444,2067,LE,,,ES
ZMX,JANVIER (MONTREAL) NDB,NDB,TERMINAL,317,,,,,,,,25,45.741666667,-73.920500000,,CY,CYMX,,CA
ZN,TAITUNG NDB,NDB,ENROUTE,430,,,,,,,,25,22.759916667,121.159138889,,RC,,,TW
ZN,TAITUNG NDB,NDB,TERMINAL,430,,,,,,,,15,22.759916667,121.159138889,,RC,RCFN,,TW
ZN,TOZEUR NDB,NDB,ENROUTE,375,,,,,,,,50,33.939833333,8.005222222,,DT,,,TN
ZNA,GS 06,GS,TERMINAL,108150,,,,,,064.608,3.50,18,49.231138889,18.610000000,1020,LZ,LZZI,06,SK
ZNA,ILS 06,ILS-I,TERMINAL,108150,,,,,,64.608,,18,49.236805556,18.624416667,1020,LZ,LZZI,06,SK
ZNA,ZILINA DME-ILS,DME-ILS,TERMINAL,108150,18Y,1042000,1105000,0,,,,25,49.231138889,18.610000000,1066,LZ,LZZI,,SK
ZNF,WABANA (SAINT JOHN'S) NDB,NDB,ENROUTE,270,,,,,,,,25,47.619272222,-52.866780556,,CY,,,CA
ZNL,ZENZELI DME,DME,ENROUTE,113600,83X,1107000,1170000,0,,,,40,45.926944444,47.060555556,-17,UR,,,RU
ZNS,BLUENOSE (HALIFAX) NDB,NDB,TERMINAL,385,,,,,,,,25,44.966661111,-63.427011111,,CY,CYHZ,,CA
ZNX,ZU'AN VOR/DME,VOR-DME,ENROUTE,110800,45X,1069000,1006000,0,-3.000,,,130,34.111666667,108.503333333,1421,ZL,,,CN
ZO,NIS NDB,NDB,ENROUTE,423,,,,,,,,50,43.183638889,21.724638889,,LY,,,RS
ZO,SORONG NDB,NDB,ENROUTE,389,,,,,,,,50,-0.921111111,131.128175000,,WA,,,ID
ZOL,SOLA (STAVANGER) VOR/DME,VOR-DME,ENROUTE,116850,115Y,1139000,1076000,0,0,,,130,58.875058333,5.640152778,52,EN,,,NO
ZP,MERAUKE NDB,NDB,ENROUTE,253,,,,,,,,50,-8.510691667,140.410036111,,WA,,,ID
ZP,SANDSPIT NDB,NDB,ENROUTE,368,,,,,,,,50,53.196166667,-131.777494444,,CY,,,CA
ZP,ZAPORIZHZHIA NDB,NDB,TERMINAL,608,,,,,,,,15,47.886000000,35.326805556,,UK,UKDE,,UA
ZPA,GLASS (PRINCE ALBERT) NDB,NDB,TERMINAL,372,,,,,,,,25,53.217222222,-105.544444444,,CY,CYPA,,CA
ZQ,MANOKWARI NDB,NDB,ENROUTE,207,,,,,,,,50,-0.887052778,134.051766667,,WA,,,ID
ZQA,NASSAU VOR/DME,VOR-DME,ENROUTE,112700,74X,1098000,1161000,0,-6.000,,,150,25.025522222,-77.446430556,38,MY,,,BS
ZQM,RIVERVIEW (MONCTON) NDB,NDB,TERMINAL,304,,,,,,,,25,46.038566667,-64.783061111,,CY,CYQM,,CA
ZQR,FINDLAY (REGINA) NDB,NDB,TERMINAL,204,,,,,,,,25,50.428888889,-104.527222222,,CY,CYQR,,CA
ZQT,SUPERIOR (THUNDER BAY) NDB,NDB,TERMINAL,263,,,,,,,,25,48.395858333,-89.225572222,,CY,CYQT,,CA
ZR,BEZIERS VIAS DME-ILS,DME-ILS,TERMINAL,109350,30Y,1054000,1117000,0,,,,130,43.322472222,3.346194444,88,LF,ENRT,,FR
ZR,BEZIERS VIAS NDB,NDB,ENROUTE,397,,,,,,,,15,43.327083333,3.283027778,,LF,,,FR
